"","YYMMDD","Year","Month","Day","Chilling_Hours","Utah_Chill_Units","Chill_Portions","GDH","Tmean","no_Tmin","no_Tmax"
"1",19580101,1958,1,1,21,24,0,9.78455970846458,5.39111954248641,FALSE,FALSE
"2",19580102,1958,1,2,16,16,0.44448962684241,12.7332663135619,3.39971322140969,FALSE,FALSE
"3",19580103,1958,1,3,5,0,0.0383026311939506,0,-2.6018031117103,FALSE,FALSE
"4",19580104,1958,1,4,10,3,0.329271461105334,0,-1.67605566793985,FALSE,FALSE
"5",19580105,1958,1,5,24,24,1.39200313108938,0,3.02013986899513,FALSE,TRUE
"6",19580106,1958,1,6,24,21.5,1.11615873380573,0.471636514784739,3.28411657978765,FALSE,FALSE
"7",19580107,1958,1,7,16,12.5,1.00389305559492,29.8355159035273,4.6060398957852,FALSE,FALSE
"8",19580108,1958,1,8,17,15.5,0.779687369908925,31.522801977909,5.26535939024179,TRUE,FALSE
"9",19580109,1958,1,9,16,19,0,33.6259039522164,5.76629521925839,TRUE,FALSE
"10",19580110,1958,1,10,24,24,0.960849015239433,4.94739505932476,4.28412486879959,FALSE,FALSE
"11",19580111,1958,1,11,24,19.5,1.25579701007165,4.49990446496325,3.61851653881765,FALSE,FALSE
"12",19580112,1958,1,12,24,15,0.0343190353586072,4.24222586183604,3.17473004523358,TRUE,TRUE
"13",19580113,1958,1,13,23,13,0.658079027363916,4.05556656178224,2.84730136825157,FALSE,FALSE
"14",19580114,1958,1,14,23,10,1.0552658267866,0.0592045863930153,1.89626904832325,FALSE,FALSE
"15",19580115,1958,1,15,23,12,1.00591065632008,4.06168553671619,2.71035730741396,FALSE,FALSE
"16",19580116,1958,1,16,19,10,0.0495900619508153,0.799587594204107,1.91347903667479,FALSE,TRUE
"17",19580117,1958,1,17,16,13.5,0.692746597021955,0,1.61205029244343,FALSE,FALSE
"18",19580118,1958,1,18,24,21.5,0.837163318785513,1.08538230647148,3.29570212207105,FALSE,FALSE
"19",19580119,1958,1,19,23,10.5,0.481792145425488,2.70810718105352,2.42512320999355,FALSE,FALSE
"20",19580120,1958,1,20,9,2.5,0.22233536613577,0,-0.0907148313302877,FALSE,FALSE
"21",19580121,1958,1,21,9,3,0.465327551103093,0,-0.452328012867991,FALSE,FALSE
"22",19580122,1958,1,22,8,3,0.47140521644948,0,-0.886978707410234,FALSE,FALSE
"23",19580123,1958,1,23,6,1.5,0.198059642381428,0,-2.4530478203653,FALSE,FALSE
"24",19580124,1958,1,24,5,1.5,0.220823725188407,0,-2.83995971432556,FALSE,FALSE
"25",19580125,1958,1,25,5,1.5,0.232164402721506,0,-3.000839336641,FALSE,FALSE
"26",19580126,1958,1,26,7,1.5,0.400720660694663,0,-1.83926882366462,TRUE,TRUE
"27",19580127,1958,1,27,9,3,0.646974533323915,0,-0.65916635422624,TRUE,FALSE
"28",19580128,1958,1,28,9,3.5,0.672057745044124,0,0.0091757489579829,FALSE,FALSE
"29",19580129,1958,1,29,9,4.5,0.990809909815428,0,-0.286882586494885,FALSE,FALSE
"30",19580130,1958,1,30,14,8.5,0.981396561008629,0.259323277810493,0.654753371957294,FALSE,FALSE
"31",19580131,1958,1,31,14,13,0.950703124731642,10.2729767601353,3.09575619282461,FALSE,FALSE
"32",19580201,1958,2,1,18,10.5,1.05275884612476,0.812342071219671,1.7980982602584,FALSE,FALSE
"33",19580202,1958,2,2,16,10.5,0.0302900827989053,0.815331340185936,1.72915904400463,TRUE,TRUE
"34",19580203,1958,2,3,17,10.5,0.755280917159861,0.818337179851799,1.73434337776231,TRUE,FALSE
"35",19580204,1958,2,4,16,10.5,0.570546833567285,0.309959870120052,1.68102680685718,FALSE,FALSE
"36",19580205,1958,2,5,23,13,0.846705722662975,1.74730052021102,2.57490832163512,FALSE,FALSE
"37",19580206,1958,2,6,21,11.5,1.23863340069169,4.49335396979149,2.57115664336411,FALSE,FALSE
"38",19580207,1958,2,7,13,9.5,0,3.52403442916971,0.740817576623962,FALSE,FALSE
"39",19580208,1958,2,8,7,0.5,0.0960799284464593,0,-0.97103595694998,FALSE,FALSE
"40",19580209,1958,2,9,15,13.5,1.77586864089153,1.1886079734385,1.44782912756223,FALSE,TRUE
"41",19580210,1958,2,10,10,21.5,1.0179002625286,38.9123538963141,6.56363506321682,TRUE,TRUE
"42",19580211,1958,2,11,0,12.5,0,128.265856256229,10.8676834013678,FALSE,FALSE
"43",19580212,1958,2,12,0,13.5,1.01929586652396,116.859793644284,10.4519450627759,FALSE,FALSE
"44",19580213,1958,2,13,12,19,1.01136825108239,65.6309575345254,8.42929723178347,FALSE,FALSE
"45",19580214,1958,2,14,9,17,1.01342057478955,72.8565886786033,8.53383657710598,FALSE,FALSE
"46",19580215,1958,2,15,0,6,0,187.087995239367,12.6836030380554,FALSE,FALSE
"47",19580216,1958,2,16,2,10,1.00518348884998,143.993514589551,11.2757547188752,FALSE,FALSE
"48",19580217,1958,2,17,14,18,1.01077842987476,54.3467460879968,6.84215657731754,FALSE,FALSE
"49",19580218,1958,2,18,15,8,0,0,0.986731860944055,FALSE,FALSE
"50",19580219,1958,2,19,9,2.5,0.208509315742991,0,-0.501436917343422,FALSE,FALSE
"51",19580220,1958,2,20,14,9,0.918673866604382,0,0.480636708224911,FALSE,FALSE
"52",19580221,1958,2,21,24,19.5,1.07807573277441,2.42509990207355,3.48996304902554,FALSE,FALSE
"53",19580222,1958,2,22,16,8,0.487709941437147,0,1.19677431719278,FALSE,FALSE
"54",19580223,1958,2,23,12,8,0.680861304164637,0,0.79755996367597,FALSE,FALSE
"55",19580224,1958,2,24,16,13.5,0.546569192123917,4.16155383655415,2.07539094878955,FALSE,FALSE
"56",19580225,1958,2,25,15,14,1.38274843483416,15.5550710051899,3.78536616556467,FALSE,FALSE
"57",19580226,1958,2,26,4,7.5,0,25.6006822872322,1.4074678754586,FALSE,FALSE
"58",19580227,1958,2,27,0,0,7.54869436548668e-06,0,-7.99270267738872,FALSE,FALSE
"59",19580228,1958,2,28,0,0,0.001492863288342,0,-5.97257838883185,FALSE,FALSE
"60",19580301,1958,3,1,7,3,0.493190071764216,0,-2.69891825566643,FALSE,FALSE
"61",19580302,1958,3,2,10,7.5,1.63713613616144,0.0296742115019359,-0.3645207240321,FALSE,FALSE
"62",19580303,1958,3,3,15,8.5,0.338845133846611,0.272395874520909,0.294353435058887,FALSE,FALSE
"63",19580304,1958,3,4,23,6,0.584760677915167,0,1.14116995319538,FALSE,FALSE
"64",19580305,1958,3,5,23,15.5,1.5104056995374,5.50961582140403,3.6029943231807,FALSE,FALSE
"65",19580306,1958,3,6,17,20.5,0.00569131346481964,10.5902718971405,4.80672906974498,FALSE,FALSE
"66",19580307,1958,3,7,13,8.5,0.61299247048332,0.776155667713624,0.629036322487927,FALSE,FALSE
"67",19580308,1958,3,8,11,6.5,0.561879953454307,0,0.183162631325395,FALSE,FALSE
"68",19580309,1958,3,9,10,6,0.577286648172123,0,-0.846462240323041,FALSE,FALSE
"69",19580310,1958,3,10,7,4,0.566300307755971,0,-3.07043501302355,FALSE,FALSE
"70",19580311,1958,3,11,5,0,0.0335406709570711,0,-4.22042775369302,FALSE,FALSE
"71",19580312,1958,3,12,1,0,0.0100978579461432,0,-3.83422085489632,FALSE,FALSE
"72",19580313,1958,3,13,9,3,0.603811651310747,0,-1.66485989049706,TRUE,TRUE
"73",19580314,1958,3,14,11,8.5,1.61704502086842,0.304762389850836,0.125866229383007,FALSE,FALSE
"74",19580315,1958,3,15,11,8,0.424137510988648,0.74471123926622,-0.427679234785999,FALSE,FALSE
"75",19580316,1958,3,16,9,8,0.634170568809228,0.0510806385214888,-0.756306388484288,FALSE,FALSE
"76",19580317,1958,3,17,9,2.5,0.195968151968315,0,-1.51072880966807,FALSE,FALSE
"77",19580318,1958,3,18,9,6,0.977645710751909,0,-1.02573069712081,FALSE,FALSE
"78",19580319,1958,3,19,9,6,0.470003628583602,0,-0.840754850653061,FALSE,FALSE
